Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score,Total_Score,Study_Efficiency
1132,Female,17,5,7,81,8,41,No,High,74.7,115.7,14.940000000000001
1133,Female,19,2,4,82,7,48,No,High,57.8,105.8,28.9
1134,Male,21,9,7,78,2,67,No,Medium,99.2,166.2,11.022222222222222
1135,Male,18,8,5,77,5,92,No,High,101.9,193.9,12.7375
1136,Male,18,3,4,71,2,77,No,Low,65.1,142.1,21.7
1137,Male,20,8,8,87,3,42,Yes,Low,81.9,123.9,10.2375
1138,Female,21,9,5,87,0,59,Yes,Low,95.7,154.7,10.633333333333333
1139,Female,21,3,7,92,4,45,No,Low,63.6,108.6,21.2
1140,Male,18,3,5,78,0,78,Yes,Medium,59.6,137.6,19.866666666666667
1141,Female,17,2,4,87,0,72,No,High,67.9,139.9,33.95
1142,Male,20,8,6,96,9,94,No,High,109.4,203.4,13.675
1143,Female,21,1,6,85,6,40,No,Low,43.5,83.5,43.5
1144,Male,18,8,7,94,5,76,Yes,Medium,103.6,179.6,12.95
1145,Female,21,7,7,93,1,45,No,Low,83.9,128.9,11.985714285714286
1146,Female,20,7,6,94,1,84,No,Low,86.8,170.8,12.4
1147,Male,20,3,7,99,6,73,Yes,Medium,78.9,151.9,26.3
1148,Female,19,1,5,75,0,86,Yes,Medium,68.9,154.9,68.9
1149,Male,18,4,8,97,1,54,No,Low,66.7,120.7,16.675
1150,Male,20,9,8,72,7,84,Yes,High,104.2,188.2,11.577777777777778
1151,Male,19,5,5,82,5,65,Yes,Low,81.6,146.6,16.32
1152,Male,19,1,8,81,1,53,No,High,58.5,111.5,58.5
1153,Female,21,5,4,75,6,93,No,High,86.7,179.7,17.34
1154,Female,21,8,5,87,3,46,No,Medium,82.5,128.5,10.3125
1155,Female,19,8,7,94,1,85,Yes,Medium,106.2,191.2,13.275
1156,Male,21,5,5,67,5,70,Yes,Low,65.1,135.1,13.02
1157,Female,20,9,6,81,8,63,Yes,High,84.5,147.5,9.38888888888889
1158,Male,17,1,7,80,8,70,No,High,62.0,132.0,62.0
1159,Female,20,4,6,85,7,68,Yes,Low,69.7,137.7,17.425
1160,Female,19,3,7,99,2,81,Yes,Low,79.1,160.1,26.366666666666664
1161,Female,19,2,8,80,2,71,No,Low,59.4,130.4,29.7
1162,Male,20,8,5,84,1,56,No,Medium,93.6,149.6,11.7
1163,Female,21,7,4,60,4,53,No,Low,77.2,130.2,11.028571428571428
1164,Female,21,9,7,65,3,79,Yes,Low,92.1,171.1,10.233333333333333
1165,Male,19,2,7,82,6,75,No,High,68.6,143.6,34.3
1166,Female,18,4,6,82,3,87,Yes,Low,84.4,171.4,21.1
1167,Male,21,6,8,82,8,63,Yes,High,87.8,150.8,14.633333333333333
1168,Female,20,3,6,91,1,84,No,High,70.9,154.9,23.633333333333336
1169,Male,21,8,6,89,5,93,No,Medium,93.9,186.9,11.7375
1170,Male,20,3,8,72,6,66,No,Low,64.0,130.0,21.333333333333332
1171,Female,19,2,4,77,3,64,No,Low,65.7,129.7,32.85
1172,Male,21,3,6,82,5,71,No,High,73.0,144.0,24.333333333333332
1173,Male,20,6,6,74,6,91,Yes,Medium,89.6,180.6,14.933333333333332
1174,Male,19,2,7,92,3,57,Yes,Medium,69.4,126.4,34.7
1175,Male,18,8,8,80,7,85,Yes,Low,100.0,185.0,12.5
1176,Male,20,1,5,98,8,57,No,High,54.2,111.2,54.2
1177,Male,18,7,4,82,0,76,Yes,Low,80.0,156.0,11.428571428571429
1178,Female,18,2,4,86,6,65,No,Low,57.8,122.8,28.9
1179,Male,17,6,8,77,8,48,No,Low,76.3,124.3,12.716666666666667
1180,Male,21,2,7,83,9,74,Yes,Low,66.5,140.5,33.25
1181,Female,20,2,7,99,4,47,Yes,High,60.5,107.5,30.25
1182,Female,18,8,8,66,1,59,No,Medium,81.4,140.4,10.175
1183,Female,17,2,7,79,9,93,Yes,Low,74.9,167.9,37.45
1184,Female,19,7,4,86,5,81,No,Low,86.2,167.2,12.314285714285715
1185,Female,20,3,4,65,6,61,Yes,Low,60.9,121.9,20.3
1186,Female,18,8,5,86,1,58,Yes,Low,90.0,148.0,11.25
1187,Female,21,7,8,68,1,69,Yes,Medium,77.0,146.0,11.0
1188,Male,17,8,6,90,9,92,Yes,Medium,99.8,191.8,12.475
1189,Male,18,7,6,80,9,67,Yes,Medium,82.8,149.8,11.828571428571427
1190,Female,21,6,5,85,0,74,No,Medium,79.1,153.1,13.183333333333332
1191,Male,18,7,5,99,3,82,Yes,Low,95.5,177.5,13.642857142857142
1192,Male,20,5,7,72,6,50,Yes,High,69.6,119.6,13.919999999999998
1193,Male,20,7,5,82,8,70,Yes,Medium,88.6,158.6,12.657142857142857
1194,Female,20,1,5,79,2,88,No,Medium,56.9,144.9,56.9
1195,Female,17,1,6,96,6,87,No,Low,77.6,164.6,77.6
1196,Male,20,9,7,87,6,78,No,Low,99.3,177.3,11.033333333333333
1197,Female,21,5,5,76,6,75,No,Low,83.8,158.8,16.759999999999998
1198,Male,18,5,5,87,1,69,No,Low,75.7,144.7,15.14
1199,Male,19,3,7,61,5,62,Yes,High,48.1,110.1,16.033333333333335
1200,Male,21,5,8,84,1,58,Yes,High,82.4,140.4,16.48
